sexe;deptgeo;deptgeo_Autre;deptformation;niveau;reprise;alternant;bourse;travail;logement;logement_Autre;fumer;alimentation;sante;fan;sport;raisonnonsuaps;raisonnonsuaps_Autre;sportavant;typessportavant_1;typessportavant_2;typessportavant_3;typessportavant_4;typessportavant_5;typessportavant_6;typessportavant_7;typessportavant_8;typessportavant_9;typessportavant_Autre;raisonarretsport;raisonarretsport_Autre;covid;raisonjamaissport;raisonjamaissport_Autre;cadresport_1;cadresport_2;sportsuaps_1;sportsuaps_2;sportsuaps_3;sportsuaps_4;sportsuaps_5;sportsuaps_6;sportsuaps_7;heuressuaps;bonif;satisfsuaps;raisonnonsatisfsuaps_1;raisonnonsatisfsuaps_2;raisonnonsatisfsuaps_3;raisonnonsatisfsuaps_4;raisonnonsatisfsuaps_Autre;lieu_1;lieu_2;lieu_3;lieu_Autre;sportsnonsuaps_1;sportsnonsuaps_2;sportsnonsuaps_3;sportsnonsuaps_4;sportsnonsuaps_5;sportsnonsuaps_6;sportsnonsuaps_7;sportsnonsuaps_8;sportsnonsuaps_9;sportsnonsuaps_Autre;cadrenonsuaps_1;cadrenonsuaps_2;tempsnonsuaps;compet;motiv;motiv_Autre;passersport;argument;argument_Autre;refairesport;reussite
Un homme;17;;SD;BUT2;Non;Oui;;;Locataire;;Non;Non;Non;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Futsal;;;;;;;2h;Oui;Oui;;;;;;A Niort;;;;Gym, fitness, zumba...;;;;;;;;;;Pratique libre;;3h;Non;Etre en forme;;Oui sans trop de problème;;;;Pas vraiment d'accord
Un homme;85;;SD;BUT2;Oui;Non;Oui;Non;Locataire;;Non;Oui;Non;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Futsal;;;;;;;2h;Non;Oui;;;;;;;;;;;;;;;;;;;;;;;;S'amuser;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;Autre;37;SD;BUT2;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;Dans le cadre du SUAPS;Futsal;;;;;;;2h;Non;Oui;;;;;;A Niort;;;;Football;;;;;;;;;;Pratique libre;;2h;Non;S'amuser;;Ce serait difficile;;;;Tout à fait d'accord
Une femme;17;;HSE;BUT3;Non;Non;Oui;Oui;Locataire;;Oui;Non;Non;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;Dans le cadre du SUAPS;Escalade;;;;;;;3h ou plus;Oui;Non;Lieux;;;;;Près de votre domicile familial;;;;Sport d'eau;Yoga;Autre;;;;;;;Beach-volley;Club, association;;4h ou plus;Oui;Evacuer les tensions;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;85;;SD;BUT2;Non;Non;Non;Non;Locataire;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Futsal;;;;;;;2h;Non;Oui;;;;;;A Niort;;;;Autre;;;;;;;;;Ultimate;Club, association;;4h ou plus;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;85;;SD;BUT2;Non;Oui;;;Locataire;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;;;Gym, fitness, zumba...;Running, athlétisme;Sport d'eau;;;;;;;;Pratique libre;;3h;Non;Etre en forme;;Ce serait difficile;;;;Pas vraiment d'accord
Un homme;86;;SD;BUT2;Non;Non;Oui;Non;Locataire;;Non;Non;Non;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Sport de raquette;;;;;;;;;;Club, association;Pratique libre;4h ou plus;Non;Evacuer les tensions;;Oui sans trop de problème;;;;Moyennement d'accord
Un homme;79;;SD;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Volley;;;;;;;2h;Non;Non;Horaires;;;;;;;;;;;;;;;;;;;;;;;S'amuser;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;86;;SD;BUT2;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Cyclisme;;;;;;;;;;;;Non;Manque de temps;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Cyclisme;;;;;;;;;;Pratique libre;;1h;Non;Evacuer les tensions;;Je ne peux pas l'envisager;Plus de temps;;Oui;Moyennement d'accord
Un homme;79;;SD;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;Badminton;;;;;;;;;;;Pratique libre;;1h;Non;S'amuser;;Oui sans trop de problème;;;;Pas vraiment d'accord
Un homme;79;;SD;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;;;;;;;;;Taekwondo;Club, association;Pratique libre;3h;Non;Autre;Progresser;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;86;;SD;BUT2;Non;Non;Oui;Non;Locataire;;Oui;Non;Non;Non;Non;;;Oui;Football;Sport de raquette;Cyclisme;;;;;;;;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Moyennement d'accord
Un homme;16;;SD;BUT2;Non;Oui;;;Locataire;;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;;;Autre;;;;;;;;;Musculation;Pratique libre;;4h ou plus;Non;Autre;Discipline;Je ne peux pas l'envisager;;;;Moyennement d'accord
Un homme;Autre;99;SD;BUT2;Non;Non;Non;Non;Locataire;;Oui;Non;Non;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;;;;;;;;;;Pratique libre;;2h;Non;Etre en forme;;Oui sans trop de problème;;;;Moyennement d'accord
Une femme;17;;HSE;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Non;Autre;"Blessure; opération au genou";Oui;Football;;;;;;;;;;Autre;Blessure;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un problème de santé;;Oui;Tout à fait d'accord
Un homme;Autre;49;HSE;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;Les activités proposées ne vous conviennent pas;;Oui;Running, athlétisme;Cyclisme;Autre;;;;;;;"Karaté;Rugby;Hockey;Équitation";Autre;Pompier;Oui;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Running, athlétisme;Cyclisme;;;;;;;;;Club, association;;3h;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;79;;HSE;BUT1;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;Running, athlétisme;;;;;;;;;Pratique libre;;4h ou plus;Non;Etre en forme;;Je ne peux pas l'envisager;;;;Moyennement d'accord
Un homme;17;;HSE;BUT1;Non;Non;Non;Oui;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;;;Autre;;;;;;;;;Musculation;Club, association;Pratique libre;4h ou plus;Non;Etre en forme;;Je ne peux pas l'envisager;;;;Pas vraiment d'accord
Un homme;Autre;63;HSE;BUT1;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Natation;;;;;;;1h ou moins;Oui;Oui;;;;;;;;;;;;;;;;;;;;;;;;Autre;Être meilleur que les autres;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;Autre;56;HSE;BUT1;Non;Non;Oui;Oui;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Futsal;;;;;;;2h;Oui;Oui;;;;;;A Niort;Près de votre domicile familial;;;Football;Cyclisme;;;;;;;;;Club, association;;4h ou plus;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;85;;HSE;BUT1;Oui;Non;Non;Oui;Locataire;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;;;Gym, fitness, zumba...;Sport d'eau;Running, athlétisme;;;;;;;;Pratique libre;;4h ou plus;Non;Etre en forme;;Ce serait difficile;;;;Moyennement d'accord
Une femme;Autre;49;HSE;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Natation;;;;;;;1h ou moins;Oui;Oui;;;;;;A Niort;Près de votre domicile familial;;;Football;;;;;;;;;;Club, association;;3h;Oui;S'amuser;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;Autre;48;HSE;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Sport collectif auttre que foot;;;;;;;;;;Club, association;;2h;Oui;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;79;;HSE;BUT1;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Football;;;;;;;;;;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Non;Tout à fait d'accord
Un homme;85;;HSE;BUT1;Non;Oui;;;Autre;Chez les grands-parents;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;;;;;;;;;;Pratique libre;;4h ou plus;Non;Autre;Pompier;Je ne peux pas l'envisager;;;;Pas vraiment d'accord
Un homme;Autre;36;HSE;BUT1;Non;Non;Oui;Non;Locataire;;Oui;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;;;Sport collectif auttre que foot;Running, athlétisme;;;;;;;;;Club, association;;4h ou plus;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;17;;HSE;BUT1;Oui;Non;Oui;Non;Locataire;;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;Running, athlétisme;Cyclisme;;;;;;;;Pratique libre;;4h ou plus;Non;Etre en forme;;Ce serait difficile;;;;Pas vraiment d'accord
Une femme;Autre;53;HSE;BUT1;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Non;Non;Les activités proposées ne vous conviennent pas;;Oui;Gym, fitness, zumba...;Sport d'eau;;;;;;;;;Difficultés pratiques;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Moyennement d'accord
Une femme;79;;HSE;BUT1;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Autre;;;;;;;;;Boxe;Club, association;;2h;Non;Evacuer les tensions;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;79;;HSE;BUT1;Non;Non;Non;Oui;Locataire;;Oui;Non;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Sport collectif auttre que foot;;;;;;;;;;Club, association;Pratique libre;3h;Oui;S'amuser;;Je ne peux pas l'envisager;;;;Moyennement d'accord
Un homme;79;;HSE;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Escalade;;;;;;;3h ou plus;Non;Oui;;;;;;A Niort;Près de votre domicile familial;;;Football;Autre;;;;;;;;Boxe;Club, association;;4h ou plus;Oui;Evacuer les tensions;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;17;;HSE;BUT1;Non;Non;Non;Non;Locataire;;Non;Non;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;Running, athlétisme;;;;;;;;;Pratique libre;;3h;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;Autre;33;HSE;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Non;Non;Les activités proposées ne vous conviennent pas;;Oui;Football;;;;;;;;;;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un accès plus facile aux équipements/cours;;Oui;Tout à fait d'accord
Un homme;79;;HSE;BUT1;Oui;Non;Oui;Non;Locataire;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Badminton;;;;;;;2h;Oui;Non;Lieux;;;;;A Niort;;;;Sport de raquette;;;;;;;;;;Club, association;;4h ou plus;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;17;;HSE;BUT1;Non;Non;Oui;Non;Locataire;;Non;Non;Oui;Oui;Non;Autre;blessé;Oui;Sport collectif autre que foot;;;;;;;;;;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un problème de santé;;Oui;Tout à fait d'accord
Un homme;Autre;47;HSE;BUT1;Non;Non;Non;Oui;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Sport collectif auttre que foot;;;;;;;;;;Club, association;;4h ou plus;Oui;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;Autre;22;HSE;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Sport collectif auttre que foot;;;;;;;;;;Club, association;;2h;Non;S'amuser;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;Autre;37;HSE;BUT1;Non;Oui;;;Locataire;;Oui;Oui;Oui;Oui;Non;Les horaires sont inadaptés;;Oui;Football;;;;;;;;;;Manque de temps;;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un problème de santé;;Oui;Moyennement d'accord
Une femme;85;;HSE;BUT1;Oui;Non;Non;Non;Locataire;;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;;;Gym, fitness, zumba...;;;;;;;;;;Club, association;;2h;Non;Evacuer les tensions;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;79;;HSE;BUT1;Non;Non;Non;Oui;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Gym, fitness, zumba...;;;;;;;;;;Club, association;;2h;Non;Evacuer les tensions;;Ce serait difficile;;;;Moyennement d'accord
Un homme;Autre;41;HSE;BUT1;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Volley;;;;;;;1h ou moins;Oui;Oui;;;;;;Près de votre domicile familial;;;;Cyclisme;;;;;;;;;;Pratique libre;;2h;Non;S'amuser;;Ce serait difficile;;;;Moyennement d'accord
Un homme;Autre;49;HSE;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Football;;;;;;;;;;Club, association;;3h;Oui;S'amuser;;Oui sans trop de problème;;;;Pas vraiment d'accord
